name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description
RTP1	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RTP2	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RTP3	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RTP4	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RTP5	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RTP6	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RHH1	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RHH2	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RHH3	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RHH4	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RHH5	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RHH6	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RHH7	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RHH8	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RHH9	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RHH10	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RSTA1	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RSTA2	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RSTA3	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RSTA4	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RSTA5	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RSTA6	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RSTM1	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RSTM2	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RSTM3	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RSTM4	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RSTM5	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RSTM6	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RSTP1	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RSTP2	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RSTP3	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RSTP4	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RSTP5	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RSTP6	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RSTP7	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RSTP8	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RFP1	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RFP2	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RFP3	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RFP4	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RFP5	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RFP6	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RFP7	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RFP8	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RFP9	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RFP10	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
ROFA1	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
