name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description	soz	epz	rz
RTP1	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	yes	n/a
RTP2	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	yes	n/a
RTP3	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	yes	n/a
RTP4	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	yes	n/a
RTP5	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	yes	n/a
RTP6	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	yes	n/a
RHH1	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	yes	n/a
RHH2	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	yes	n/a
RHH3	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	yes	n/a
RHH4	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	yes	n/a
RHH5	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	White Matter	n/a	yes	n/a
RHH6	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	White Matter	n/a	yes	n/a
RHH7	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	White Matter	n/a	yes	n/a
RHH8	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	yes	n/a
RHH9	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	yes	n/a
RHH10	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	yes	n/a
RSTA1	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a	n/a
RSTA2	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a	n/a
RSTA3	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a	n/a
RSTA4	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a	n/a
RSTA5	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a	n/a
RSTA6	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a	n/a
RSTM1	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a	n/a
RSTM2	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	White Matter	n/a	n/a	n/a
RSTM3	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a	n/a
RSTM4	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a	n/a
RSTM5	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a	n/a
RSTM6	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a	n/a
RSTP1	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a	n/a
RSTP2	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	White Matter	n/a	n/a	n/a
RSTP3	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	White Matter	n/a	n/a	n/a
RSTP4	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	White Matter	n/a	n/a	n/a
RSTP5	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	White Matter	n/a	n/a	n/a
RSTP6	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a	n/a
RSTP7	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a	n/a
RSTP8	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a	n/a
RFP1	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a	n/a
RFP2	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a	n/a
RFP3	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a	n/a
RFP4	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a	n/a
RFP5	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a	n/a
RFP6	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a	n/a
RFP7	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a	n/a
RFP8	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a	n/a
RFP9	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a	n/a
RFP10	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a	n/a
ROFA1	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a	n/a
ROFA2	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a	n/a
ROFA3	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a	n/a
ROFA4	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a	n/a
ROFA5	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a	n/a
ROFA6	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a	n/a
ROFA7	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a	n/a
ROFA8	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a	n/a
ROFA9	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a	n/a
ROFA10	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a	n/a
ROFP1	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a	n/a
ROFP2	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a	n/a
ROFP3	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a	n/a
ROFP4	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	White Matter	n/a	n/a	n/a
ROFP5	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	White Matter	n/a	n/a	n/a
ROFP6	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	White Matter	n/a	n/a	n/a
ROFP7	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a	n/a
ROFP8	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a	n/a
ROFP9	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a	n/a
